Aegilops tauschii, LOC109777317, phenylalanine ammonia-lyase-like, KO:K10775, EC:4.3.1.24, Aegilops tauschii, LOC109752043, phenylalanine ammonia-lyase-like, 
KO:K10775, EC:4.3.1.24, Aegilops tauschii, LOC109760444, phenylalanine ammonia-lyase-like, KO:K10775, EC:4.3.1.24, 
probable flavonol synthase 5, KO:K05278, EC:1.14.20.6, Capsella rubella, putative inactive flavonol synthase 2, KO:K05278, EC:1.14.20.6, 
Capsella rubella, flavonoid 3'-monooxygenase, KO:K05280, EC:1.14.14.82, Capsella rubella, dihydroflavonol 4-reductase, KO:K13082, 
EC:1.1.1.219 1.1.1.234, Capsella rubella, leucoanthocyanidin dioxygenase, KO:K05277, EC:1.14.20.4, Capsella rubella, anthocyanidin reductase, 
KO:K08695, EC:1.3.1.77, Capsella rubella, anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase, KO:K17193, EC:2.4.2.51, Capsella rubella, 
UDP-glycosyltransferase 75C1, KO:K12338, EC:2.4.1.298, Capsella rubella, cytochrome P450 81D11, KO:K13260, EC:1.14.14.90 1.14.14.89, 
Capsella rubella, UDP-glycosyltransferase 78D2 isoform X1, KO:K10757, EC:2.4.1.91, Camelina sativa, phenylalanine ammonia-lyase 4, KO:K10775, 
EC:4.3.1.24, Camelina sativa, phenylalanine ammonia-lyase 2-like, KO:K10775, EC:4.3.1.24, Camelina sativa, phenylalanine ammonia-lyase 2, 
KO:K10775, EC:4.3.1.24, Camelina sativa, phenylalanine ammonia-lyase 1-like, KO:K10775, EC:4.3.1.24, Camelina sativa, 
phenylalanine ammonia-lyase 1, KO:K10775, EC:4.3.1.24, Camelina sativa, LOW QUALITY PROTEIN: phenylalanine ammonia-lyase 4-like, KO:K10775, EC:4.3.1.24, 
Camelina sativa, trans-cinnamate 4-monooxygenase, KO:K00487, EC:1.14.14.91, Camelina sativa, trans-cinnamate 4-monooxygenase-like, KO:K00487, 
EC:1.14.14.91, Camelina sativa, 4-coumarate--CoA ligase 4, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 2 isoform X2, 
KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 1, KO:K01904, EC:6.2.1.12, Camelina sativa, 
4-coumarate--CoA ligase-like 7, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase-like 6, KO:K01904, EC:6.2.1.12, 
Camelina sativa, 4-coumarate--CoA ligase 4-like, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 2-like, KO:K01904, 
EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 3-like, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase-like 1, 
KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 3 isoform X1, KO:K01904, EC:6.2.1.12, Camelina sativa, 
4-coumarate--CoA ligase 2, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 1-like, KO:K01904, EC:6.2.1.12, 
Camelina sativa, 4-coumarate--CoA ligase 1 isoform X2, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 3, KO:K01904, 
EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase 1-like isoform X1, KO:K01904, EC:6.2.1.12, Camelina sativa, 4-coumarate--CoA ligase-like 9, 
KO:K01904, EC:6.2.1.12, Camelina sativa, shikimate O-hydroxycinnamoyltransferase-like, KO:K13065, EC:2.3.1.133, Camelina sativa, 
spermidine hydroxycinnamoyl transferase, KO:K13065, EC:2.3.1.133, Camelina sativa, shikimate O-hydroxycinnamoyltransferase isoform X1, KO:K13065, EC:2.3.1.133, 
Camelina sativa, shikimate O-hydroxycinnamoyltransferase, KO:K13065, EC:2.3.1.133, Camelina sativa, spermidine hydroxycinnamoyl transferase-like, KO:K13065, 
EC:2.3.1.133, Camelina sativa, cytochrome P450 98A3-like, KO:K09754, EC:1.14.14.96, Camelina sativa, cytochrome P450 98A3-like isoform X1, 
KO:K09754, EC:1.14.14.96, Camelina sativa, cytochrome P450 98A3, KO:K09754, EC:1.14.14.96, Camelina sativa, 
caffeoylshikimate esterase-like isoform X1, KO:K18368, EC:3.1.1.-, Camelina sativa, caffeoylshikimate esterase isoform X1, KO:K18368, EC:3.1.1.-, 
Camelina sativa, caffeoylshikimate esterase, KO:K18368, EC:3.1.1.-, Camelina sativa, caffeoylshikimate esterase-like, KO:K18368, 
EC:3.1.1.-, Camelina sativa, putative caffeoyl-CoA O-methyltransferase At1g67980, KO:K00588, EC:2.1.1.104, Camelina sativa, caffeoyl-CoA O-methyltransferase 1-like, 
KO:K00588, EC:2.1.1.104, Camelina sativa, probable caffeoyl-CoA O-methyltransferase At4g26220, KO:K00588, EC:2.1.1.104, Camelina sativa, 
caffeoyl-CoA O-methyltransferase 1, KO:K00588, EC:2.1.1.104, Camelina sativa, putative caffeoyl-CoA O-methyltransferase At1g67980 isoform X1, KO:K00588, EC:2.1.1.104, 
Camelina sativa, tapetum-specific methyltransferase 1-like, KO:K00588, EC:2.1.1.104, Camelina sativa, cinnamoyl-CoA reductase 2, KO:K09753, 
EC:1.2.1.44, Camelina sativa, cinnamoyl-CoA reductase 1, KO:K09753, EC:1.2.1.44, Camelina sativa, cinnamoyl-CoA reductase 2-like, 
KO:K09753, EC:1.2.1.44, Camelina sativa, cinnamoyl-CoA reductase 2 isoform X1, KO:K09753, EC:1.2.1.44, Camelina sativa, 
aldehyde dehydrogenase family 2 member C4, KO:K12355, EC:1.2.1.68, Camelina sativa, cytochrome P450 84A4, KO:K09755, EC:1.14.-.-, 
Camelina sativa, cytochrome P450 84A1-like, KO:K09755, EC:1.14.-.-, Camelina sativa, cytochrome P450 84A1 isoform X2, KO:K09755, 
EC:1.14.-.-, Camelina sativa, cytochrome P450 84A4-like, KO:K09755, EC:1.14.-.-, Camelina sativa, flavone 3'-O-methyltransferase 1-like isoform X1, 
KO:K13066, EC:2.1.1.68, Camelina sativa, flavone 3'-O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Camelina sativa, 
indole glucosinolate O-methyltransferase 5-like, KO:K13066, EC:2.1.1.68, Camelina sativa, indole glucosinolate O-methyltransferase 1-like, KO:K13066, EC:2.1.1.68, 
Camelina sativa, indole glucosinolate O-methyltransferase 4-like, KO:K13066, EC:2.1.1.68, Camelina sativa, flavone 3'-O-methyltransferase 1-like, KO:K13066, 
EC:2.1.1.68, Camelina sativa, indole glucosinolate O-methyltransferase 4, KO:K13066, EC:2.1.1.68, Camelina sativa, indole glucosinolate O-methyltransferase 4-like isoform X1, 
KO:K13066, EC:2.1.1.68, Camelina sativa, indole glucosinolate O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Camelina sativa, 
quercetin 3-O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Camelina sativa, indole glucosinolate O-methyltransferase 4-like isoform X2, KO:K13066, EC:2.1.1.68, 
Camelina sativa, cinnamyl alcohol dehydrogenase 7, KO:K00083, EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 8 isoform X1, KO:K00083, 
EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 5, KO:K00083, EC:1.1.1.195, Camelina sativa, probable cinnamyl alcohol dehydrogenase 1, 
KO:K00083, EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 3-like, KO:K00083, EC:1.1.1.195, Camelina sativa, 
cinnamyl alcohol dehydrogenase 4, KO:K00083, EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 2 isoform X1, KO:K00083, EC:1.1.1.195, 
Camelina sativa, probable cinnamyl alcohol dehydrogenase 9, KO:K00083, EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 3 isoform X1, KO:K00083, 
EC:1.1.1.195, Camelina sativa, cinnamyl alcohol dehydrogenase 4-like, KO:K00083, EC:1.1.1.195, Camelina sativa, probable cinnamyl alcohol dehydrogenase 6, 
KO:K00083, EC:1.1.1.195, Camelina sativa, berberine bridge enzyme-like 4, KO:K22395, EC:1.1.1.195, Camelina sativa, 
1-Cys peroxiredoxin PER1-like, KO:K11188, EC:1.11.1.7 1.11.1.27 3.1.1.-, Camelina sativa, 1-Cys peroxiredoxin PER1, KO:K11188, EC:1.11.1.7 1.11.1.27 3.1.1.-, 
Camelina sativa, peroxidase 10, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 16-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 15, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 66, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 67-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 69, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 71, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 73-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 72, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 2-like isoform X1, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 2-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 3-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 27-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 28-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 29-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 24, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 22, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase C3-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 46-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 52-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 31-like isoform X1, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 21-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 60-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 57-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 64, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase C3, KO:K00430, EC:1.11.1.7, Camelina sativa, 
probable peroxidase 26, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 19, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 25, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 31, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 34-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 65, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 30-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 9-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 33-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 53, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 54, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 29, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 52, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 6, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 3, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase N, KO:K00430, EC:1.11.1.7, 
Camelina sativa, putative Peroxidase 48, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 47, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 63-like isoform X3, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 4 isoform X1, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 5-like isoform X1, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 12, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 32, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 34, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 20-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 33, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 49, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 66-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 18, KO:K00430, EC:1.11.1.7, Camelina sativa, probable peroxidase 61, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 21, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 37-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 44-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 43-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 50, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 36-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 72-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 45, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 37, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 19-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 40-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 17, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 59, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 9 isoform X1, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 55-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 35-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 55, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 6-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 57-like isoform X1, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 39-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 17-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 25-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 56-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 12-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 46, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 42, KO:K00430, EC:1.11.1.7, Camelina sativa, 
LOW QUALITY PROTEIN: peroxidase 58-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 59-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 73-like isoform X1, KO:K00430, EC:1.11.1.7, Camelina sativa, LOW QUALITY PROTEIN: peroxidase 41-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 49-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 41-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 45-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 44, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 63, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 11-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 7-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 35, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 36, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 4-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 5, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 56, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 18-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 53-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 39, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 72-like isoform X1, 
KO:K00430, EC:1.11.1.7, Camelina sativa, LOW QUALITY PROTEIN: peroxidase 55-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 13-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 24-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 20, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 50-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 67, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 57, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 10-like, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 11, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 13, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 62-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 63-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 73, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 5-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 62, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 31-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 22-like, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 23-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 30, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 7, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 69-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 70, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 27, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 16, KO:K00430, EC:1.11.1.7, 
Camelina sativa, peroxidase 18-like isoform X1, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 70-like, KO:K00430, 
EC:1.11.1.7, Camelina sativa, peroxidase 71-like, KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 47-like, 
KO:K00430, EC:1.11.1.7, Camelina sativa, peroxidase 43, KO:K00430, EC:1.11.1.7, Camelina sativa, 
peroxidase 40, KO:K00430, EC:1.11.1.7, Camelina sativa, UDP-glycosyltransferase 72E1-like, KO:K12356, EC:2.4.1.111, 
Camelina sativa, UDP-glycosyltransferase 72E3-like, KO:K12356, EC:2.4.1.111, Camelina sativa, UDP-glycosyltransferase 72E3, KO:K12356, 
EC:2.4.1.111, Camelina sativa, UDP-glycosyltransferase 72E3 isoform X1, KO:K12356, EC:2.4.1.111, Camelina sativa, UDP-glycosyltransferase 72E1, 
KO:K12356, EC:2.4.1.111, Camelina sativa, UDP-glycosyltransferase 72D1, KO:K12356, EC:2.4.1.111, Camelina sativa, 
UDP-glycosyltransferase 84A2, KO:K13068, EC:2.4.1.120, Camelina sativa, LOW QUALITY PROTEIN: beta-glucosidase 1-like, KO:K01188, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 16 isoform X1, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 27-like, KO:K01188, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 20-like, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 30, 
KO:K01188, EC:3.2.1.21, Camelina sativa, LOW QUALITY PROTEIN: putative beta-glucosidase 5, KO:K01188, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 32-like, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 30 isoform X3, KO:K01188, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 13, KO:K01188, EC:3.2.1.21, Camelina sativa, putative beta-glucosidase 41, KO:K01188, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 32, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 40, 
KO:K01188, EC:3.2.1.21, Camelina sativa, probable inactive beta-glucosidase 25, KO:K01188, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 23 isoform X1, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 16-like isoform X1, KO:K01188, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 29-like, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 23-like, KO:K01188, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 20, KO:K01188, EC:3.2.1.21, Camelina sativa, putative beta-glucosidase 5 isoform X1, 
KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 40-like, KO:K01188, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 13-like isoform X1, KO:K01188, EC:3.2.1.21, Camelina sativa, putative beta-glucosidase 41 isoform X1, KO:K01188, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 23, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 31-like, KO:K01188, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 13 isoform X1, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 15, 
KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 28, KO:K01188, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 29, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 27, KO:K01188, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 8-like isoform X1, KO:K01188, EC:3.2.1.21, Camelina sativa, beta-glucosidase 42-like, KO:K01188, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 1-like, KO:K01188, EC:3.2.1.21, Camelina sativa, lysosomal beta glucosidase-like, 
KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104780514 isoform X1, KO:K05349, EC:3.2.1.21, Camelina sativa, 
uncharacterized protein LOC104790923 isoform X1, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104768683 isoform X2, KO:K05349, EC:3.2.1.21, 
Camelina sativa, uncharacterized protein LOC104780507, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104708630 isoform X2, KO:K05349, 
EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104706443, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104706444, 
KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104711170 isoform X1, KO:K05349, EC:3.2.1.21, Camelina sativa, 
uncharacterized protein LOC104736174, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104738075, KO:K05349, EC:3.2.1.21, 
Camelina sativa, uncharacterized protein LOC104770480, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104790931 isoform X1, KO:K05349, 
EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104711169, KO:K05349, EC:3.2.1.21, Camelina sativa, uncharacterized protein LOC104711172, 
KO:K05349, EC:3.2.1.21, Camelina sativa, beta-glucosidase 43 isoform X1, KO:K05350, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 44, KO:K05350, EC:3.2.1.21, Camelina sativa, LOW QUALITY PROTEIN: beta-glucosidase 45, KO:K05350, EC:3.2.1.21, 
Camelina sativa, beta-glucosidase 44-like, KO:K05350, EC:3.2.1.21, Camelina sativa, beta-glucosidase 47-like, KO:K05350, 
EC:3.2.1.21, Camelina sativa, beta-glucosidase 45 isoform X1, KO:K05350, EC:3.2.1.21, Camelina sativa, beta-glucosidase 46, 
KO:K05350, EC:3.2.1.21, Camelina sativa, beta-glucosidase 45-like, KO:K05350, EC:3.2.1.21, Camelina sativa, 
beta-glucosidase 46 isoform X1, KO:K05350, EC:3.2.1.21, Camelina sativa, beta-glucosidase 47, KO:K05350, EC:3.2.1.21, 
Camelina sativa, cytochrome P450 98A8-like, KO:K15506, EC:1.14.13.-, Camelina sativa, cytochrome P450 98A8, KO:K15506, 
EC:1.14.13.-, Camelina sativa, cytochrome P450 98A9-like, KO:K23662, EC:1.14.13.-, Camelina sativa, cytochrome P450 98A9, 
KO:K23662, EC:1.14.13.-, Camelina sativa, tapetum-specific methyltransferase 1, KO:K13067, EC:2.1.1.-, Camelina sativa, 
feruloyl CoA ortho-hydroxylase 1-like, KO:K06892, EC:1.14.11.61, Camelina sativa, feruloyl CoA ortho-hydroxylase 2, KO:K06892, EC:1.14.11.61, 
Camelina sativa, feruloyl CoA ortho-hydroxylase 1, KO:K06892, EC:1.14.11.61, Camelina sativa, UDP-glycosyltransferase 73B4-like, KO:K23260, 
EC:2.4.1.128, Camelina sativa, UDP-glycosyltransferase 73B1-like, KO:K23260, EC:2.4.1.128, Camelina sativa, UDP-glucosyl transferase 73B2 isoform X1, 
KO:K23260, EC:2.4.1.128, Camelina sativa, chalcone synthase-like, KO:K00660, EC:2.3.1.74, Camelina sativa, 
chalcone synthase, KO:K00660, EC:2.3.1.74, Camelina sativa, probable chalcone--flavonone isomerase 3, KO:K01859, EC:5.5.1.6, 
Camelina sativa, chalcone--flavonone isomerase-like, KO:K01859, EC:5.5.1.6, Camelina sativa, chalcone--flavonone isomerase 1-like, KO:K01859, 
EC:5.5.1.6, Camelina sativa, chalcone--flavonone isomerase 1, KO:K01859, EC:5.5.1.6, Camelina sativa, chalcone--flavonone isomerase 1 isoform X1, 
KO:K01859, EC:5.5.1.6, Camelina sativa, chalcone--flavonone isomerase 2-like, KO:K01859, EC:5.5.1.6, Camelina sativa, 
naringenin,2-oxoglutarate 3-dioxygenase isoform X1, KO:K00475, EC:1.14.11.9, Camelina sativa, naringenin,2-oxoglutarate 3-dioxygenase-like, KO:K00475, EC:1.14.11.9, 
Camelina sativa, naringenin,2-oxoglutarate 3-dioxygenase-like isoform X2, KO:K00475, EC:1.14.11.9, Camelina sativa, probable flavonol synthase 5, KO:K05278, 
EC:1.14.20.6, Camelina sativa, putative inactive flavonol synthase 2, KO:K05278, EC:1.14.20.6, Camelina sativa, flavonol synthase 3-like, 
KO:K05278, EC:1.14.20.6, Camelina sativa, probable flavonol synthase 5 isoform X1, KO:K05278, EC:1.14.20.6, Camelina sativa, 
flavonol synthase/flavanone 3-hydroxylase-like, KO:K05278, EC:1.14.20.6, Camelina sativa, LOW QUALITY PROTEIN: probable flavonol synthase 6, KO:K05278, EC:1.14.20.6, 
Camelina sativa, probable flavonol synthase 5 isoform X2, KO:K05278, EC:1.14.20.6, Camelina sativa, flavonol synthase 3, KO:K05278, 
EC:1.14.20.6, Camelina sativa, flavonol synthase/flavanone 3-hydroxylase, KO:K05278, EC:1.14.20.6, Camelina sativa, flavonoid 3'-monooxygenase-like, 
KO:K05280, EC:1.14.14.82, Camelina sativa, flavonoid 3'-monooxygenase, KO:K05280, EC:1.14.14.82, Camelina sativa, 
dihydroflavonol 4-reductase-like, KO:K13082, EC:1.1.1.219 1.1.1.234, Camelina sativa, dihydroflavonol 4-reductase, KO:K13082, EC:1.1.1.219 1.1.1.234, 
Camelina sativa, leucoanthocyanidin dioxygenase, KO:K05277, EC:1.14.20.4, Camelina sativa, leucoanthocyanidin dioxygenase-like, KO:K05277, 
EC:1.14.20.4, Camelina sativa, leucoanthocyanidin dioxygenase-like isoform X2, KO:K05277, EC:1.14.20.4, Camelina sativa, anthocyanidin reductase-like, 
KO:K08695, EC:1.3.1.77, Camelina sativa, anthocyanidin reductase isoform X1, KO:K08695, EC:1.3.1.77, Camelina sativa, 
anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase, KO:K17193, EC:2.4.2.51, Camelina sativa, cytochrome P450 81D11-like, KO:K13260, EC:1.14.14.90 1.14.14.89, 
Camelina sativa, UDP-glycosyltransferase 78D1, KO:K15787, EC:2.4.1.-, Camelina sativa, UDP-glycosyltransferase 78D2-like, KO:K10757, 
EC:2.4.1.91, Camelina sativa, UDP-glycosyltransferase 78D2, KO:K10757, EC:2.4.1.91, Oryza sativa japonica RefSeq, phenylalanine ammonia-lyase, 
