Brassica napus, 106371449, uncharacterized protein LOC106371449  [EC], ['EC:4.3.1.24'], KO:K10775
Brassica napus, 106376279, beta-glucosidase 45-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106376873, beta-glucosidase 46-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106389053, beta-glucosidase 44  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106389054, beta-glucosidase 43-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106400683, beta-glucosidase 47-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106400684, beta-glucosidase 47-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106420998, beta-glucosidase 47-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 111215871, beta-glucosidase 46-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 111201524, beta-glucosidase 46-like  [EC], ['EC:3.2.1.21'], KO:K05350
Brassica napus, 106405584, cytochrome P450 98A8 isoform X1  [EC], ['EC:1.14.13.-'], KO:K15506
Brassica napus, 106383607, cytochrome P450 98A8-like  [EC], ['EC:1.14.13.-'], KO:K15506
Brassica napus, 106449647, LOW QUALITY PROTEIN: cytochrome P450 98A8  [EC], ['EC:1.14.13.-'], KO:K15506
Brassica napus, 106387021, feruloyl CoA ortho-hydroxylase 1  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106395905, feruloyl CoA ortho-hydroxylase 1-like  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106351698, feruloyl CoA ortho-hydroxylase 1-like  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106345852, feruloyl CoA ortho-hydroxylase 1-like  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106440607, feruloyl CoA ortho-hydroxylase 1-like  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106452295, feruloyl CoA ortho-hydroxylase 1  [EC], ['EC:1.14.11.61'], KO:K06892
Brassica napus, 106379795, UDP-glycosyltransferase 73B3-like  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106358083, UDP-glycosyltransferase 73B3 isoform X1  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106358242, UDP-glycosyltransferase 73B3  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106361047, UDP-glucosyl transferase 73B2-like isoform X2  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106361070, UDP-glucosyl transferase 73B2-like isoform X2  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106437081, UDP-glycosyltransferase 73B5  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106438569, UDP-glycosyltransferase 73B3-like isoform X1  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106438571, UDP-glycosyltransferase 73B3-like  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106438572, UDP-glycosyltransferase 73B3 isoform X2  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106438574, UDP-glycosyltransferase 73B1 isoform X1  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106444259, UDP-glycosyltransferase 73B5-like  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106392383, UDP-glycosyltransferase 73B5-like isoform X1  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106354478, UDP-glucosyl transferase 73B2-like  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106445644, UDP-glycosyltransferase 73B5  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106445645, UDP-glycosyltransferase 73B5  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106445646, UDP-glycosyltransferase 73B5  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 111207824, UDP-glycosyltransferase 73B5  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106425877, UDP-glycosyltransferase 73B5-like isoform X1  [EC], ['EC:2.4.1.128'], KO:K23260
Brassica napus, 106357987, UDP-glycosyltransferase 73B1  [EC], ['EC:2.4.1.128'], KO:K23260
