Triticum dicoccoides, 119326421, phenylalanine ammonia-lyase-like  [EC], ['EC:4.3.1.24'], KO:K10775
Triticum dicoccoides, 119286297, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119286298, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119286299, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119286348, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119302693, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119302702, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119302724, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119303247, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119303248, peroxidase 35-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119321481, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119321483, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119321881, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119321983, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119337425, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119338051, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357243, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357248, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357249, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357250, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357251, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357253, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357254, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357261, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357262, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357263, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357264, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357613, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357709, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357711, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119357712, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358459, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269712, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269987, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269988, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119286634, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119338197, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119338200, peroxidase 52-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119339002, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358870, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358960, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358964, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358965, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358966, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119358967, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119359091, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119359092, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119359097, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119359098, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119359102, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119270623, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119270625, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119287488, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119287497, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119287762, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119287764, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119287800, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119304143, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119305008, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119323534, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119323565, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119323572, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119323600, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119339705, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119339707, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119339890, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340050, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340178, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340233, peroxidase 11-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119271361, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119271378, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119271646, putative Peroxidase 48  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119272107, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119288377, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119288604, peroxidase 44-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119288690, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119288814, peroxidase 70-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119288835, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119305853, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119305962, peroxidase 40-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119306123, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119306181, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119306264, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119306372, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119306909, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324034, peroxidase 45-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324167, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324425, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324471, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324613, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340571, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340613, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119340769, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341143, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341144, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362416, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362417, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362421, peroxidase 1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362422, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362423, peroxidase 2-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362426, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362428, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362429, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362430, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362432, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362433, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362434, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362435, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362436, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362437, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362438, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362442, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362443, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119273599, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119274163, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119274436, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119289665, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119289732, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119290673, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119324963, peroxidase P7-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119325480, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341342, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341726, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341807, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341876, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119341992, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119342085, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119342088, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119342177, peroxidase 39-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362798, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362799, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362800, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362803, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362804, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362806, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362807, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119362809, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275286, peroxidase 25-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119291081, peroxidase N-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119291082, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
